cid,smiles,ik
16212610,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,WCKLETBLOAOZDE-UHFFFAOYSA-N
12036651,CCCCCCN1C=C[N+](=C1)C.[I-],CZIUVCSYOGFUPH-UHFFFAOYSA-M
6053,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,JCYPECIVGRXBMO-UHFFFAOYSA-N
2734243,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,GRCIJNHHTXBJAK-UHFFFAOYSA-N
68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],DDXORDQKGIZAME-UHFFFAOYSA-N
5284459,C1=CC=C(C=C1)/C=C/[N+](=O)[O-],PIAOLBVUVDXHHL-VOTSOKGWSA-N
22463,C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O,AHXGXXJEEHFHDK-UHFFFAOYSA-N
16218822,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],RJELOMHXBLDMDB-UHFFFAOYSA-M
11921,C1=CC=C(C(=C1)CCl)[N+](=O)[O-],BXCBUWKTXLWPSB-UHFFFAOYSA-N
5897,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,CZIHNRWJTSTCEX-UHFFFAOYSA-N
21499,CCCCC(CC)COCCCN,DVFGEIYOLIFSRX-UHFFFAOYSA-N
12184591,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,LECQXINNQGHJBM-UHFFFAOYSA-N
16420,C1=CC(=CC=C1C2=CSC(=N2)N)[N+](=O)[O-],RIKJWJIWXCUKQV-UHFFFAOYSA-N
20701,CCCCCCCCCCCCCCCCCC(=O)[O-].C(CO)[NH+](CCO)CCO,ZHALDANPYXAMJF-UHFFFAOYSA-N
8540,C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,QJYHUJAGJUHXJN-UHFFFAOYSA-N
17113,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,MCPKSFINULVDNX-UHFFFAOYSA-N
11955,C1=CC=C(C=C1)C(=O)NN,WARCRYXKINZHGQ-UHFFFAOYSA-N
13101,CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,ZZMVLMVFYMGSMY-UHFFFAOYSA-N
919792,C1=CC(=CC=C1C(=O)C2=C(C(=C(C=C2)O)O)O)O,ZRDYULMDEGRWRC-UHFFFAOYSA-N
7230,CC(C)(C)NSC1=NC2=CC=CC=C2S1,IUJLOAKJZQBENM-UHFFFAOYSA-N
98613,C1=CC=C(C=C1)C2=CSC(=N2)NN,VTOUNUQLXMNNMQ-UHFFFAOYSA-N
17231,CCCCCCCCOC1=CC=C(C=C1)C(=O)O,IALWCYFULVHLEC-UHFFFAOYSA-N
5930,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O,ZVNPWFOVUDMGRP-UHFFFAOYSA-N
5281565,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC=CC=C2,XEAQIWGXBXCYFX-GUOLPTJISA-N
5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,OEJNXTAZZBRGDN-UHFFFAOYSA-N
76973791,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O.O,QUWWBORDPJHOJO-GZDSSZIUSA-N
71645,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,MJVGBKJNTFCUJM-UHFFFAOYSA-N
11571,C1=C(C=C(C=C1Cl)Cl)O,VPOMSPZBQMDLTM-UHFFFAOYSA-N
5801,C1=CC=C(C(=C1)N)O,CDAWCLOXVUBKRW-UHFFFAOYSA-N
449459,CC/C(=C(\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,TXUZVZSFRXZGTL-QPLCGJKRSA-N
7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,ANUSOIHIIPAHJV-UHFFFAOYSA-N
14709,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,NCMZQTLCXHGLOK-ZKHIMWLXSA-N
18728,C1CC(C(CC1C(CBr)Br)Br)Br,PQRRSJBLKOPVJV-UHFFFAOYSA-N
17570,C1=CC(=CC=C1O)SC2=CC=C(C=C2)O,VWGKEVWFBOUAND-UHFFFAOYSA-N
123504,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)O,RUETVLNXAGWCDS-UHFFFAOYSA-N
11888,C1=CC=C(C(=C1)CC#N)[N+](=O)[O-],YPRFCQAWSNWRLM-UHFFFAOYSA-N
11990,C1=CC=C(C(=C1)N)N.Cl.Cl,RIIWUGSYXOBDMC-UHFFFAOYSA-N
7578,C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl,YTISFYMPVILQRL-UHFFFAOYSA-N
10635,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,NVKAWKQGWWIWPM-ABEVXSGRSA-N
5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,AKJHMTWEGVYYSE-FXILSDISSA-N
8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,MEZZCSHVIGVWFI-UHFFFAOYSA-N
6537489,C1=NC2C(N1)C(=S)NC=N2.O,IFEFZCPXSZSSQI-UHFFFAOYSA-N
638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,NCYCYZXNIZJOKI-OVSJKPMPSA-N
8428,CCNC1=C(C=CC(=C1)O)C,CTGSQPRDMHCIMM-UHFFFAOYSA-N
7563,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,HJSPWKGEPDZNLK-UHFFFAOYSA-N
5367460,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,JYYFMIOPGOFNPK-AGRJPVHOSA-N
232446,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,SDDLEVPIDBLVHC-UHFFFAOYSA-N
7308,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,HXIQYSLFEXIOAV-UHFFFAOYSA-N
2734117,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],QBVXKDJEZKEASM-UHFFFAOYSA-M
69317,C1=CC=C(C=C1)SCCSC2=CC=CC=C2,MHCVYAFXPIMYRD-UHFFFAOYSA-N
6787,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC,DROMNWUQASBTFM-UHFFFAOYSA-N
113124,CCOC1=CC(=C(C=C1C(=O)C)OCC)OCC,PXBWCOGDYXMWMC-UHFFFAOYSA-N
6436079,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C,NCYCYZXNIZJOKI-HWCYFHEPSA-N
34757,CC1=CC2=C(C=C1C)SC(=N2)N,IODWHFFPQHUDAG-UHFFFAOYSA-N
33133,CC1=CC(=CC(=C1)OP(=O)(OC2=CC(=CC(=C2)C)C)OC3=CC(=CC(=C3)C)C)C,LLPMAOBOEQFPRE-UHFFFAOYSA-N
969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-FCXRPNKRSA-N
135436526,CN(C(=N)N[N+](=O)[O-])N=O,VZUNGTLZRAYYDE-UHFFFAOYSA-N
5284452,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O,GMGIWEZSKCNYSW-UHFFFAOYSA-N
637930,C(=C/C#N)\C#N,KYPOHTVBFVELTG-OWOJBTEDSA-N
73668,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O,VEVZCONIUDBCDC-UHFFFAOYSA-N
15277,COC1=CC=C(C=C1)N=[N+](C2=CC=C(C=C2)OC)[O-],KAEZRSFWWCTVNP-UHFFFAOYSA-N
12111,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,PXKLMJQFEQBVLD-UHFFFAOYSA-N
5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IYRMWMYZSQPJKC-UHFFFAOYSA-N
10316,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],GAUZCKBSTZFWCT-UHFFFAOYSA-N
70038,C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O,YIYBRXKMQFDHSM-UHFFFAOYSA-N
62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,DOQPXTMNIUCOSY-UHFFFAOYSA-N
6618,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,VEORPZCZECFIRK-UHFFFAOYSA-N
2346,C1=CC=C(C=C1)CN=C=S,MDKCFLQDBWCQCV-UHFFFAOYSA-N
5371084,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,VPKMGDRERYMTJX-CMDGGOBGSA-N
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],SUAUILGSCPYJCS-UHFFFAOYSA-N
2999413,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,DWTTZBARDOXEAM-GXTWGEPZSA-N
53665,C1(C(=C(C(=O)O1)Cl)C(Cl)Cl)O,WNTRMRXAGJOLCU-UHFFFAOYSA-N
79717,CC1=CC(=CC(=C1O)C)C(C)(C)C2=CC(=C(C(=C2)C)O)C,ODJUOZPKKHIEOZ-UHFFFAOYSA-N
13514,CC(=O)C(Cl)(Cl)Cl,SMZHKGXSEAGRTI-UHFFFAOYSA-N
14347,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)O,NPFYZDNDJHZQKY-UHFFFAOYSA-N
8640,C1=CC=C2C(=C1)C=CC=C2N,RUFPHBVGCFYCNW-UHFFFAOYSA-N
28780,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,RIOXQFHNBCKOKP-UHFFFAOYSA-N
10788,CN1CN(C(=S)SC1)C,QAYICIQNSGETAS-UHFFFAOYSA-N
1752,CCCCCCCCCC1=CC=C(C=C1)O,IGFHQQFPSIBGKE-UHFFFAOYSA-N
3035,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,UCNVFOCBFJOQAL-UHFFFAOYSA-N
68570,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-SFFUCWETSA-N
6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,RZXLPPRPEOUENN-UHFFFAOYSA-N
7565,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,JDUYPUMQALQRCN-UHFFFAOYSA-N
1483,C1=C(C=C(C(=C1Br)O)Br)Br,BSWWXRFVMJHFBN-UHFFFAOYSA-N
9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,XKJMBINCVNINCA-UHFFFAOYSA-N
8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,ZXDDPOHVAMWLBH-UHFFFAOYSA-N
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,NUIURNJTPRWVAP-UHFFFAOYSA-N
24744,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,IDOWTHOLJBTAFI-UHFFFAOYSA-N
6294,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,AHJKRLASYNVKDZ-UHFFFAOYSA-N
11742,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,QBDSZLJBMIMQRS-UHFFFAOYSA-N
62276,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],CONWAEURSVPLRM-UHFFFAOYSA-N
22584,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O,GQFGHCRXPLROOF-UHFFFAOYSA-N
8196,CCCCOCCOCCSC#N,JVGPVVUTUMQJKL-UHFFFAOYSA-N
3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,DECIPOUIJURFOJ-UHFFFAOYSA-N
7231,C1COCCN1SSC2=NC3=CC=CC=C3S2,QRYFCNPYGUORTK-UHFFFAOYSA-N
23673837,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],APSBXTVYXVQYAB-UHFFFAOYSA-M
3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N
5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],ZSDSQXJSNMTJDA-UHFFFAOYSA-N
6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,RZKYEQDPDZUERB-UHFFFAOYSA-N
5753,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N
4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N
445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
4169,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,WVQBLGZPHOPPFO-UHFFFAOYSA-N
136122621,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,JQXXHWHPUNPDRT-CHTVYFSYSA-N
16230,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,ACHKKGDWZVCSNH-UHFFFAOYSA-N
7567,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,JNRLEMMIVRBKJE-UHFFFAOYSA-N
4937,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,WJNRPILHGGKWCK-UHFFFAOYSA-N
51556,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],BGZZWXTVIYUUEY-UHFFFAOYSA-N
7713,C1=CC=C(C=C1)OCCOC2=CC=CC=C2,XCSGHNKDXGYELG-UHFFFAOYSA-N
18529,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,DEIGXXQKDWULML-UHFFFAOYSA-N
13263,CCNC1=NC(=NC(=N1)SC)NC(C)C,RQVYBGPQFYCBGX-UHFFFAOYSA-N
638034,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C,QGNJRVVDBSJHIZ-QHLGVNSISA-N
15630,COC1=CC2=C(C=C1)N=C(S2)N,KZHGPDSVHSDCMX-UHFFFAOYSA-N
5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N
3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,MDNWOSOZYLHTCG-UHFFFAOYSA-N
22833326,CC(C)(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)(C)C,ZDPLUSVKGBFPIW-UHFFFAOYSA-N
40585,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,OWZREIFADZCYQD-NSHGMRRFSA-N
3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,XMTQQYYKAHVGBJ-UHFFFAOYSA-N
5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
39327,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],OQMBBFQZGJFLBU-UHFFFAOYSA-N
638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,PSQYTAPXSHCGMF-BQYQJAHWSA-N
62485,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,IYAZLDLPUNDVAG-UHFFFAOYSA-N
33528,CCCCCCCCN1C(=O)C=CS1,JPMIIZHYYWMHDT-UHFFFAOYSA-N
73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N
73864,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N
43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N
53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,PCZOHLXUXFIOCF-BXMDZJJMSA-N
73675,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,FQKUGOMFVDPBIZ-UHFFFAOYSA-N
41206,CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C,UAIUNKRWKOVEES-UHFFFAOYSA-N
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC-UHFFFAOYSA-N
16560,CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,VCBRBUKGTWLJOB-UHFFFAOYSA-N
9352,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,XBZBRCVCSVLJJZ-UHFFFAOYSA-N
8341,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,XOGPDSATLSAZEK-UHFFFAOYSA-N
67172,CC1=CC(=C(C=C1O)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C(=C4)C)O)C,MGUKYHHAGPFJMC-UHFFFAOYSA-N
338733,CC(C)CCCCCCC1=CC=C(C=C1)O,JSFITYFUKSFPBZ-UHFFFAOYSA-N
8398,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,KGRVJHAUYBGFFP-UHFFFAOYSA-N
6442842,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,OMFRMAHOUUJSGP-IRHGGOMRSA-N
47326,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,XQUXKZZNEFRCAW-UHFFFAOYSA-N
5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,KZNIFHPLKGYRTM-UHFFFAOYSA-N
7271,C1=C(C(=CC(=C1Cl)Cl)Cl)O,LHJGJYXLEPZJPM-UHFFFAOYSA-N
6529,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,BOSMZFBHAYFUBJ-UHFFFAOYSA-N
6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IAKHMKGGTNLKSZ-INIZCTEOSA-N
37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,PZBPKYOVPCNPJY-UHFFFAOYSA-N
7327,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,OZFAFGSSMRRTDW-UHFFFAOYSA-N
7347,CN(C)C(=S)SC(=S)N(C)C,REQPQFUJGGOFQL-UHFFFAOYSA-N
5865,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,XOFYZVNMUHMLCC-ZPOLXVRWSA-N
11937,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,YCSBALJAGZKWFF-UHFFFAOYSA-N
7352,CC(C)COC(=O)C(=C)C,RUMACXVDVNRZJZ-UHFFFAOYSA-N
73672,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,PMHURSZHKKJGBM-UHFFFAOYSA-N
7076,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,YJTKZCDBKVTVBY-UHFFFAOYSA-N
20087,CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,BVUXDWXKPROUDO-UHFFFAOYSA-N
40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
5284441,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,VBCPVIWPDJVHAN-UHFFFAOYSA-N
8449,C1=CC(=C(C=C1Cl)Cl)O,HFZWRUODUSTPEG-UHFFFAOYSA-N
299,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,LHHGDZSESBACKH-UHFFFAOYSA-N
6540,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,WTLBZVNBAKMVDP-UHFFFAOYSA-N
3346,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,PNVJTZOFSHSLTO-UHFFFAOYSA-N
13806,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],VYXSBFYARXAAKO-UHFFFAOYSA-N
91511,C1C(O1)COC2=CC=C(C=C2)CC3=CC=C(C=C3)OCC4CO4,XUCHXOAWJMEFLF-UHFFFAOYSA-N
5853,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,NFACJZMKEDPNKN-UHFFFAOYSA-N
3423265,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M
30773,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,MZZBPDKVEFVLFF-UHFFFAOYSA-N
9275,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,SEGLCEQVOFDUPX-UHFFFAOYSA-N
7064,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,GZVHEAJQGPRDLQ-UHFFFAOYSA-N
15096,CCCC[Sn](CCCC)(CCCC)Cl,GCTFWCDSFPMHHS-UHFFFAOYSA-M
5284363,C1=CC(=CC=C1N)Cl.Cl,ISJBQSJDQZLCSF-UHFFFAOYSA-N
43226,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N
493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,AUNGANRZJHBGPY-SCRDCRAPSA-N
6295,CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl,QFMDFTQOJHFVNR-UHFFFAOYSA-N
4420,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N
87244,CC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,KXJLGCBCRCSXQF-UHFFFAOYSA-N
6503,C(C(CO)(CO)N)O,LENZDBCJOHFCAS-UHFFFAOYSA-N
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,UGNWTBMOAKPKBL-UHFFFAOYSA-N
17142,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,OUPZKGBUJRBPGC-UHFFFAOYSA-N
78170,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)Cl)OC,MOUVJGIRLPZEES-UHFFFAOYSA-N
37517,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,ONUFESLQCSAYKA-UHFFFAOYSA-N
2724385,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,LTMHDMANZUZIPE-PUGKRICDSA-N
3032791,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,QGHREAKMXXNCOA-UHFFFAOYSA-N
6702,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,ZLCUIOWQYBYEBG-UHFFFAOYSA-N
9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,UWFYSQMTEOIJJG-FDTZYFLXSA-N
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N
73670,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,UXADOQPNKNTIHB-UHFFFAOYSA-N
19241,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N
9787,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CJMJLDQKTOJACI-BGQAIRJTSA-N
9074,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,OIJHFHYPXWSVPF-UHFFFAOYSA-N
67271,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2SSC3=CC=CC=C3NC(=O)C4=CC=CC=C4,ZHMIOPLMFZVSHY-UHFFFAOYSA-N
23707968,CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],HOXWFOVSCUWIEH-UHFFFAOYSA-M
8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,YBVNFKZSMZGRAD-UHFFFAOYSA-N
