row_idx,inchikey,name,std_smiles
832,QABIXCTTWKDGMX-UHFFFAOYSA-N,OADMET-0005257,CCc1ccc(-c2noc(C(C)NS(=O)(=O)Cc3ccccc3)n2)cc1
833,ONXFHKVSFIIWIN-UHFFFAOYSA-N,OADMET-0005256,Cc1cnn(CC2CN(C(=O)NC(C)c3ccc(C)c(F)c3)CCO2)c1
834,PMYYYGKQVCAGNC-UHFFFAOYSA-N,OADMET-0005255,O=C(Cc1ccccc1F)N1CCN(C(=O)c2cccc3c2CCC3)CC1
835,RUFRDTMUMLXNCI-UHFFFAOYSA-N,OADMET-0005254,CC(CNc1nccc(C(F)(F)F)n1)CN1CCOCC1
836,XRSJCRPRIXGXJG-HZMBPMFUSA-N,OADMET-0005253,CC[C@H](C)[C@H](NCc1ccc(Br)c2cccnc12)C(=O)O
837,FAJPUNNIIIIGPQ-UHFFFAOYSA-N,OADMET-0005252,CCC(Oc1ccccc1F)C(=O)NC1(c2ncon2)CCC1
838,CZCQROZUDJTYQT-FOIQADDNSA-N,OADMET-0005251,O=C(Cc1cn2ccccc2n1)N1CC[C@H]2CC[C@]21c1cccnc1
839,GEIDETKHBGEIHZ-UHFFFAOYSA-N,OADMET-0005250,CCn1nncc1CNC(=O)C(OC)c1ccccc1C(F)(F)F
840,ICOBPYFWIQWIPJ-UHFFFAOYSA-N,OADMET-0005249,O=C(Cc1cccc(C(F)(F)F)n1)N1CCCC(n2ccnn2)C1
841,MDUWJRAPROHMAS-UHFFFAOYSA-N,OADMET-0005248,CC(NC(=O)C(=O)NC1CCCc2c1cnn2C)c1cccc(NC(=O)c2ccccc2)c1
842,BSQQAMBVMOOXRQ-GFCCVEGCSA-N,OADMET-0005247,COc1ccc([C@@H](C)NC(=O)c2cn3c(n2)COCC3)cc1C
843,KDYUNBKZYGJOSA-LSDHHAIUSA-N,OADMET-0005246,O=C(Cc1coc2c(F)c(F)ccc12)N[C@H]1CCC[C@H]1n1ccnc1
844,ABZDANIGSGUPSQ-QZTJIDSGSA-N,OADMET-0005245,CN(CC(=O)NCCc1cn(C)c2ccccc12)[C@@H]1CCC[C@H]1O
845,FPZDMQCYMFEBKJ-UHFFFAOYSA-N,OADMET-0005244,CCOC(=O)c1ccc(N2CCc3ccccc3C2C)nc1
846,ODYBUNKJMVEHEM-UHFFFAOYSA-N,OADMET-0005243,CN1C(=O)CN(C(=O)c2cnn(C3CCC3)c2)c2ccccc21
847,YHXUBANBAXUQAF-UHFFFAOYSA-N,OADMET-0005242,COc1ccc(C(=O)NCC2(C)CCCCO2)cc1-n1cnnn1
848,IYEIFBZHWULNCV-UHFFFAOYSA-N,OADMET-0005241,O=C1NCCCN(C(=O)c2cc3cccn3cn2)C1Cc1ccccc1
849,QJRWJRZQQJTWSE-UHFFFAOYSA-N,OADMET-0005240,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CC(C)(C)OC2(CCOC2)C1
850,REOZEOGSWGQJPO-UHFFFAOYSA-N,OADMET-0005239,CC1(C)C(c2cc(NC(=O)c3cc4n(n3)CCCO4)[nH]n2)C1(C)C
851,QFBBRAHUDUQYHD-UHFFFAOYSA-N,OADMET-0005238,CCN(CC)C(CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)c1ccco1
852,HDOQXXRXCMDVOO-UHFFFAOYSA-N,OADMET-0005237,O=C(Cn1cnccc1=O)N(C1CCCCC1)C1CCCCC1
853,IMTDVVIVLRBACP-UHFFFAOYSA-N,OADMET-0005236,COC1(C(F)(F)F)CN(C(=O)c2oc(-c3ccccc3)nc2C)C1
854,NNSLNWDCBLFAMQ-UHFFFAOYSA-N,OADMET-0005235,COc1ccc2c(c1NC(=O)N1CCC(O)(C3CCC3)CC1)CCC2
855,QIHYSNAOCJNIRD-UHFFFAOYSA-N,OADMET-0005234,COc1c(C(=O)N2CCC(Cc3nccs3)C2)[nH]c2ccccc12
856,CASZJUXUVVQOTM-UHFFFAOYSA-N,OADMET-0005233,N#Cc1cccnc1Oc1ccc(-n2ncc3ccccc32)cc1
857,FRZSRJXQLVYKRU-ZDUSSCGKSA-N,OADMET-0005232,O=C(c1onc2c1CCCC2)N1Cc2ncccc2N2CCC[C@H]2C1
858,MDNIEPZPXBWKPW-UHFFFAOYSA-N,OADMET-0005231,O=C(Nc1cc(C2CCOCC2)on1)NC(CCO)c1ccc(Cl)c(Cl)c1
859,ZMZTYLDNTJBLCY-UHFFFAOYSA-N,OADMET-0005230,COc1cc(CCC(=O)N2CCC(c3cc(C)n[nH]3)CC2)ccc1OCC(F)(F)F
860,ZKBRSDPKJQYSFS-UHFFFAOYSA-N,OADMET-0005229,COc1ccc2c(c1)C(CCNC(=O)C(C)(O)C(F)(F)F)=CC2
861,HIFOPWASNBXHLT-UHFFFAOYSA-N,OADMET-0005228,Cc1nc(-c2ccc(NC(=O)N3CC(c4ccccc4)C4CCCC43)cc2)cc(=O)[nH]1
862,BEJAMOAVVZLCPF-UHFFFAOYSA-N,OADMET-0005227,COC1(c2ccccc2)CN(C(=O)Cc2cnc3c(C)cccn23)C1
863,JUDIGWCSUCRCTM-UHFFFAOYSA-N,OADMET-0005226,Cn1c(=O)oc2cc(NS(=O)(=O)c3ccc(Cl)c(F)c3)ccc21
864,LJSVIJJEGYKHRL-UHFFFAOYSA-N,OADMET-0005225,COC(CNC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1)C1CCOC1
865,NPTOPOGVOJXVQG-UHFFFAOYSA-N,OADMET-0005224,Cc1ccc(-c2cc(C(=O)N3CC(C)OC(c4ccsc4)C3)[nH]n2)cc1
866,RNYJQENSIQGTFO-UHFFFAOYSA-N,OADMET-0005223,Cn1cccc1C1CCCCN1C(=O)c1cc(-c2ccccc2)no1
867,AFKZBAIFJMEXMU-UHFFFAOYSA-N,OADMET-0005222,CCOC1CC(CC(=O)N2CCCCC2Cc2ccc(O)cc2)C1
868,VJCNJSPMIJJUSQ-UHFFFAOYSA-N,OADMET-0005221,N#Cc1ccc(S(=O)(=O)N2CCCC(c3nnc4ccccn34)C2)cc1C(F)(F)F
869,ZTAJYCWPCARBEN-UHFFFAOYSA-N,OADMET-0005220,COc1cc(Cl)ccc1CC1NC(=O)C(C2CC(C)(C)C2)NC1=O
870,VSJSMQOWELEWOI-UHFFFAOYSA-N,OADMET-0005219,Cc1ccc(-c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)cn1
871,IRRHFRGRYBGPPV-UHFFFAOYSA-N,OADMET-0005218,COc1c(F)cccc1N(C)S(=O)(=O)c1ccc(F)c2ncccc12
872,KKWSFYUJRQXGAA-UHFFFAOYSA-N,OADMET-0005217,O=C(NCC(O)c1ccc(Cl)c(F)c1)C1CC(c2c(F)cccc2F)=NO1
873,ICOZSYJEHFQZPX-UHFFFAOYSA-N,OADMET-0005216,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)Cc1ccc(C)cc1
874,ZUSNMOKJMOPBJW-UHFFFAOYSA-N,OADMET-0005215,COc1cccc(Cc2noc(Cc3cnn(-c4ccccc4)n3)n2)n1
875,XFLTVDTYUXIDBI-UHFFFAOYSA-N,OADMET-0005214,CCNc1ccc(S(=O)(=O)C(F)F)cc1NC(=O)c1cnc2snc(C)c2c1
876,FCJPDTGQPUJRRG-MRXNPFEDSA-N,OADMET-0005213,CC(C)[C@H](C(=O)Nc1ccncc1F)N1Cc2ccccc2C1=O
877,CVNMWIJKIQYYRH-UHFFFAOYSA-N,OADMET-0005212,Cc1nc(-c2ccc(CCNC(=O)c3cccn(C)c3=O)s2)cs1
878,RXVUZHPPZZQGHY-UHFFFAOYSA-N,OADMET-0005211,CC(C)(CNC(=O)c1cc(Cl)ccc1F)c1coc(-c2ccccc2)n1
879,OJIQRCQZHCBMDR-UHFFFAOYSA-N,OADMET-0005210,Cc1cc(S(=O)(=O)NC(=O)C(C)Oc2ccccn2)cc(C)c1C
880,OZCQPTYBJGVQJV-UHFFFAOYSA-N,OADMET-0005209,Cc1ccc(C(F)(F)F)cc1S(=O)(=O)Nc1cccnc1
881,GVBCUNXEFPNCSV-UHFFFAOYSA-N,OADMET-0005208,O=C(NCCc1c[nH]c2c(Cl)cccc12)C(F)(F)c1cccnc1
882,PXPKYKXGURFWCP-RBUKOAKNSA-N,OADMET-0005207,Cn1cc([C@@H]2C[C@H]2NC(=O)CCc2cccc3ccccc23)cn1
883,IMYPICXNNQMJBF-UHFFFAOYSA-N,OADMET-0005206,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1
884,ADDSWNKUHINKLN-UHFFFAOYSA-N,OADMET-0005205,CCC1CN(C(=O)c2cc(-c3c[nH]c4ccccc34)[nH]n2)CC1N1CCOCC1
885,FKEFBKBJXDQHJO-UHFFFAOYSA-N,OADMET-0005204,Cn1ncc(S(=O)(=O)Nc2cccc(Sc3ccccc3)c2)n1
886,VHVDSVFDMWNWAU-RKQQLJTISA-N,OADMET-0005203,O=C(Nc1c[nH]nc1-c1nccs1)[C@H]1C[C@](O)(c2cccc(Cl)c2)C1
887,NWWABCYEQJPVRR-UHFFFAOYSA-N,OADMET-0005202,CCc1nc2c(C(=O)N3CCOc4c(C)cc(C)cc43)ccnc2[nH]1
888,GCNJHYVEVFPMBC-UHFFFAOYSA-N,OADMET-0005201,Cn1cc(-c2nc3cc(F)ccc3n2C)c(C2CCC2)n1
889,VFAZLPGPDRBHKR-UHFFFAOYSA-N,OADMET-0005200,CC(C)Cc1ncc(C(=O)N2CCC(=O)N(C)c3ccccc32)s1
890,FJUOZGPZFNNSNI-UHFFFAOYSA-N,OADMET-0005199,Cc1ccc(C(=O)NCc2cc(-c3ccccc3Cl)on2)cc1[N+](=O)[O-]
891,YSBBUWFKVVEYNU-UHFFFAOYSA-N,OADMET-0005198,OC(c1ccccc1)C1CCCN1Cc1coc(-c2ccccc2C(F)(F)F)n1
892,HZOXTNPTMYUKEV-UHFFFAOYSA-N,OADMET-0005197,CCc1ccc(OCC(=O)NS(=O)(=O)c2csc(-c3ccccc3)n2)c(OC)c1
893,YNIQUCWQSHVLFS-UHFFFAOYSA-N,OADMET-0005196,CCCc1c(C(=O)OCc2nnc3n2CCCCC3)nnn1-c1cccc(Cl)c1
894,AXHCIMSBKYSJPI-UHFFFAOYSA-N,OADMET-0005195,Cc1cccc(CN(C)C(=O)CCn2cc(C#N)c(=O)[nH]c2=O)c1C
895,OQVAEEQASXMMJI-UHFFFAOYSA-N,OADMET-0005194,CC1CCCCC1Nc1nnc(COCc2ccccc2)o1
896,FMBSSQYTCVFSAQ-UHFFFAOYSA-N,OADMET-0005193,CNC(=O)CN(Cc1cccc(C(F)(F)F)c1)C(=O)C(C)NC(=O)C1CCC1
897,NXDLLQRLSFWCPY-UHFFFAOYSA-N,OADMET-0005192,CC1(C)CCCC(C)(CNc2ncc(S(C)(=N)=O)cn2)C1
898,YPJWXDAJVYLBMX-UHFFFAOYSA-N,OADMET-0005191,O=C(N1CCC(Cn2cncn2)CC1)C1(c2ccccc2F)CCCC1
899,WDKRETBGJQPQGR-UHFFFAOYSA-N,OADMET-0005190,CC(c1ccccc1C(F)(F)F)n1cc(S(N)(=O)=O)nn1
900,FEXGVGFWUVZIGF-UHFFFAOYSA-N,OADMET-0005189,CCONC(=O)C(CC)n1nnc(-c2ccc(Cl)cc2)n1
901,SUWJIJBKHWFTAB-UHFFFAOYSA-N,OADMET-0005188,O=C(CO)N1CCN(c2nc3ccccc3nc2N2CCCCC2)CC1
902,DFFMWXDRVTURJB-YSYXNDDBSA-N,OADMET-0005187,CC(N[C@@H](Cc1ccccc1)C(=O)N(C)c1ccccc1)c1cccnc1
903,GLZRKOCNRVFUPI-UHFFFAOYSA-N,OADMET-0005186,COc1ccccc1-c1cn(Cc2nc3c(o2)CCCC3)nn1
904,WJPFTMKOOBCQMW-UHFFFAOYSA-N,OADMET-0005185,FC(F)(F)c1ccccc1-c1cn(CCc2ccccn2)nn1
905,JZBYRXBBUUBFHA-UHFFFAOYSA-N,OADMET-0005184,c1ccc(Oc2ccnc(NC3CCOC(c4ccccc4)C3)n2)cc1
906,BVAHASJMMFXKPQ-UHFFFAOYSA-N,OADMET-0005183,Cc1sc(-c2ccc3c(c2)OCO3)nc1-c1cn(CC2CCCN2)nn1
907,MHFIAOUOUHXAKN-YPMHNXCESA-N,OADMET-0005182,COC(=O)c1ccc(Cl)cc1-c1cn([C@H]2CC[C@H]2F)nn1
908,FTNPEZCQGIMBRX-UHFFFAOYSA-N,OADMET-0005181,COc1ccc(CS(=O)(=O)CC(=O)N2CCCC2(C)C)c(C)n1
909,BBAYQVDJCUEEMH-UHFFFAOYSA-N,OADMET-0005180,CC(C1Cc2ccccc2O1)N(C)C(=O)c1ccc(F)c(S(N)(=O)=O)c1
910,BNYASPDIDIDBIM-UHFFFAOYSA-N,OADMET-0005179,N#Cc1cc(C(F)(F)F)cc(N2CCCN(C3CC3)CC2)n1
911,WGZVUIRQDKKMQO-UHFFFAOYSA-N,OADMET-0005178,CCC(NC(=O)C(C)c1ccc(Br)cc1)c1cccc(S(N)(=O)=O)c1
912,WVSSVIASVWQMNB-UHFFFAOYSA-N,OADMET-0005177,O=C1c2ccccc2S(=O)(=O)N1Cc1ccccc1SC(F)F
913,GAFYRYZOIPOFFR-UHFFFAOYSA-N,OADMET-0005176,COCC(C)(C)CN(Cc1ccn(C)n1)c1nc(C)c(C#N)s1
914,DEGIHGBFUSEICZ-UHFFFAOYSA-N,OADMET-0005175,CC(C(=O)NCc1ccc2ccoc2c1)c1ccc(Br)cc1
915,OXSVLALMOLJRPR-UHFFFAOYSA-N,OADMET-0005174,Cc1ccccc1C(C)NC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1
916,ISMWSZOHKPMCSG-UHFFFAOYSA-N,OADMET-0005173,CN(CCNC(=O)c1cnn(C)c1-c1ccccc1)C(=O)c1cnn(C)c1-c1ccccc1
917,ABKCLRNJJGLKDS-NSHDSACASA-N,OADMET-0005172,CSc1ccc(CN2C(=O)[C@@H]3CCCN3S2(=O)=O)cc1Cl
918,VNXDZHFECOADDO-UHFFFAOYSA-N,OADMET-0005171,O=C(CSc1nncn1-c1cccc(Cl)c1)NCCOc1ccccc1
919,UZEMNPWGLUWEBJ-UHFFFAOYSA-N,OADMET-0005170,COc1cc(C)ccc1NC(=O)C1CC2(C)CCCN2S1(=O)=O
920,ICYKNIYREMKETJ-UHFFFAOYSA-N,OADMET-0005169,CCc1cccc(CC)c1NC(=O)C(C)n1cc(CN2CCCC3(CC3)S2(=O)=O)nn1
921,YVDBQHKLLPNHRQ-UHFFFAOYSA-N,OADMET-0005168,CN1CC(CNC(=O)c2ccc(=O)n(-c3ccc(F)cc3)c2)Cc2ccccc21
922,VFCWORZQBTUFDP-UHFFFAOYSA-N,OADMET-0005167,Cc1ccc(C(=O)Nc2ccc(-c3nc(-c4ccccc4)n[nH]3)cc2)c(C)n1
923,HTGAXCLQAYTCRX-UHFFFAOYSA-N,OADMET-0005166,CN(C)c1ccc(-c2cn(Cc3ccccc3C#N)nn2)cc1
924,JERSGWYTALKMNY-HNNXBMFYSA-N,OADMET-0005165,C[C@@H](CNC(=O)CCc1cncc2ccccc12)Oc1ccc(Cl)cc1
925,NULHLQCVVKOCNB-UHFFFAOYSA-N,OADMET-0005164,CC(C)(CNC(=O)CCCOc1cccc(Cl)c1Cl)c1cccnc1
926,JAXSRJZIONAWLC-UHFFFAOYSA-N,OADMET-0005163,Cc1[nH]c2ncnc(NC(=O)C(CCS(C)(=O)=O)c3ccccc3)c2c1C
927,LLUZHZALVKLRDA-UHFFFAOYSA-N,OADMET-0005162,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1
928,WSDJPNGEHGJWND-UHFFFAOYSA-N,OADMET-0005161,CC(Cn1cc(COc2ncccn2)nn1)C1CCCCC1
929,NAOJMNUZHUNOKN-UHFFFAOYSA-N,OADMET-0005160,CC(Oc1cccc(Br)c1)c1nnc(-c2cnn(C)c2)o1
930,WQIMXLYTESNREJ-UHFFFAOYSA-N,OADMET-0005159,Cn1nccc1N1CCCC(NC(=O)NC2CC(OC(C)(C)C)C2)C1=O
931,ZRSSNLUPIAZNBU-UHFFFAOYSA-N,OADMET-0005158,Cc1cc(-c2ccccc2)n(-c2ccc(C(=O)N(C)C)cc2)n1
932,PTAUHQLTWURHKM-UHFFFAOYSA-N,OADMET-0005157,COC(=O)c1ccccc1CNC(=O)c1nn[nH]c1C1CC1
933,AZAQOBMLKLOLHT-UHFFFAOYSA-N,OADMET-0005156,Cn1cc(CNCCc2c(C(F)(F)F)[nH]c3ccccc23)cc1C#N
934,XKDBOKUXZQQYCO-BZNIZROVSA-N,OADMET-0005155,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C
935,GTKRYNFITSSPTO-UHFFFAOYSA-N,OADMET-0005154,Cn1cccc1C1CCCN1C(=O)C1CC(=O)N(Cc2ccccc2)C1
936,UAIHEGUYIALJPU-UHFFFAOYSA-N,OADMET-0005153,c1ccc(COC2(c3nc(Cc4cnc(C5CC5)o4)no3)CCOCC2)cc1
937,FQNJZDBFAVDMES-UHFFFAOYSA-N,OADMET-0005152,O=C(c1ncc2ccccn12)N1CCCC(n2ccc(C(F)(F)F)n2)C1
938,MIADJAWNWSIAHD-UHFFFAOYSA-N,OADMET-0005151,O=S(=O)(NC1(C(F)(F)F)CC1)c1ccc(-n2cccn2)cc1
939,VTTXKWNUEYBJHG-UHFFFAOYSA-N,OADMET-0005150,COc1c(Cl)cccc1C(=O)NCCc1cnn(-c2ccccc2)n1
940,HHHGHYGOJRNHLQ-UHFFFAOYSA-N,OADMET-0005149,CC(c1cccc(C#N)c1)N1CCN(C(=O)NC2CCCCC2)CC1
941,PBXCTHXLVRZONA-UHFFFAOYSA-N,OADMET-0005148,Cc1ccccc1CC(CO)CNC(CC(C)C)c1ccccn1
942,MKNFBWPQSAZAGT-VLIAUNLRSA-N,OADMET-0005147,Cc1occ(-c2ccccc2)c1C(=O)NC[C@]1(CO)COC[C@@H](C)N1C
943,VAMQGGBIMXSDHD-UHFFFAOYSA-N,OADMET-0005146,O=C(Cc1c[nH]c2ccc(F)cc12)NCC1NCCc2sccc21
944,QWRRTJMQTPDMPP-VFNWGFHPSA-N,OADMET-0005145,C[C@@H]1COC[C@@](CO)(CNC(=O)c2ccccc2-n2ccc(C3CC3)n2)N1C
945,CFMDZRLABVOZFA-UHFFFAOYSA-N,OADMET-0005144,CCC1C(=O)N(CC)CCN1S(=O)(=O)c1c(F)cc(OC)cc1F
946,SGYJGYXYWLSYAO-UHFFFAOYSA-N,OADMET-0005143,O=C(c1ccccc1Br)N1CC(c2cn(-c3ccccc3)nn2)C1
947,CBMUJFWOMZYFIW-UHFFFAOYSA-N,OADMET-0005142,CCC(C)(C)NC(C)C(=O)Nc1ccc(-n2cc(C#N)cn2)cc1
948,QSAMUNMEBYLCKD-UHFFFAOYSA-N,OADMET-0005141,CCOC(=O)N1CSCC1C(=O)NC1CC=C(c2ccc(F)cc2)CC1
949,JFZABASWGGCCKV-UHFFFAOYSA-N,OADMET-0005140,Cc1cccc(CC(NC(=O)c2nn[nH]c2C2CC2)C2CC2)c1
950,QPBXRIKKGPQSAW-UHFFFAOYSA-N,OADMET-0005139,CC1CCCC1CC(=O)NCCC(O)(c1ncco1)C(F)(F)F
951,RRXAPELZDPFNEB-DOMZBBRYSA-N,OADMET-0005138,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2cnn3c2CCCC3)N1C
952,DKTQJFGTLQLSLZ-UHFFFAOYSA-N,OADMET-0005137,CCC(C)n1nc(NS(=O)(=O)c2c[nH]c(C(=O)N3CCCC3)c2)cc1C
953,PZBIATWMDPHDOJ-UHFFFAOYSA-N,OADMET-0005136,O=C(Cc1cnn2ccccc12)N1CCCC(n2ccc(C(F)(F)F)n2)C1
954,VTCDUPMGNVGRBQ-UHFFFAOYSA-N,OADMET-0005135,O=c1n(CC2OCCO2)c2cccnc2n1-c1ccc(Cl)cc1
955,HGXNYLFQEHECTC-UHFFFAOYSA-N,OADMET-0005134,O=C(Cn1nc2n(c1=O)CCCC2)Nc1nnc(Cc2ccccc2)s1
956,MNQNLQIHVGTZQF-UHFFFAOYSA-N,OADMET-0005133,COc1ccccc1C(C)(C)n1cc(C(C)(C)NS(C)(=O)=O)nn1
957,JHORSGDXIQXDSL-UHFFFAOYSA-N,OADMET-0005132,CCCCC(C)N(CCCC)C(=O)c1ccn2ccnc2n1
958,FMIDPHAHVCLBIS-UHFFFAOYSA-N,OADMET-0005131,COC(=O)c1ccc(NC(=O)Cc2sc(C)nc2-c2ccc(OC)cc2)cc1
959,HWTYHMIFAKISHE-UHFFFAOYSA-N,OADMET-0005130,O=S(=O)(c1cccc(F)c1)N1CCC(Oc2cc(F)cc(F)c2)C1
960,ZBXLZTZOADLBGV-UHFFFAOYSA-N,OADMET-0005129,O=C(CSc1nnc(-c2cccs2)n1CC1CCCO1)Nc1ccc(F)cc1F
961,MWLJMRDOXAQZCG-LYKKTTPLSA-N,OADMET-0005128,CC(c1ccc(S(N)(=O)=O)cc1)N(C)C(=O)[C@H](C)Oc1ccc2ccccc2c1
962,XEKMKJZNWPOJIH-UHFFFAOYSA-N,OADMET-0005127,CC1(C)CCC(NC(=O)CCc2cncs2)C(c2ccccc2)C1
963,KDQYZWCBFGSNCG-UHFFFAOYSA-N,OADMET-0005126,CN(Cc1cc(F)cc(F)c1)C(=O)CCCc1ccc(-c2noc(=O)[nH]2)cc1
964,BTTJMBKRSWQRNK-UHFFFAOYSA-N,OADMET-0005125,CC(C)(C(=O)NCCN(C(=O)CC1CCC2CC12)C1CC1)S(C)(=O)=O
965,PZZAZPHQEDPVKI-UHFFFAOYSA-N,OADMET-0005124,Cn1ncc(C(=O)NC2CCS(=N)(=O)c3ccc(F)cc32)c1Cc1ccccc1
966,FLRYEXYQVHVJHQ-UHFFFAOYSA-N,OADMET-0005123,O=C(Nc1cccc(Cn2cccn2)c1)c1ccc(-c2cc[nH]n2)s1
967,SNYISTZXVWHZOV-UHFFFAOYSA-N,OADMET-0005122,Cc1cc(C2CCCN2C(=O)Cc2nc(-c3ccco3)oc2C)no1
968,UJZZYYSVTVNCKD-UHFFFAOYSA-N,OADMET-0005121,CCC(C)n1ncc(NC(=O)N2CCOCC2c2ccccc2)c1C
969,BZSQFVKPLZFAMM-UHFFFAOYSA-N,OADMET-0005120,Cc1ccc(C(=O)Nc2cccc(CNC(=O)c3ccc4nc(N(C)C)oc4c3)c2)cc1
970,OGPHYGJCVHSATM-UHFFFAOYSA-N,OADMET-0005119,NC(=O)c1ccc(C(=O)N2CC(c3ccccc3)C3CCCC32)s1
971,XELFPKWNMLAAIG-ZBFHGGJFSA-N,OADMET-0005118,CCc1nnc(CN2C[C@H](C)CC[C@H]2c2cccc(C)c2)o1
972,JNLIROIOGOEWPQ-UHFFFAOYSA-N,OADMET-0005117,O=C(NC(CO)C1CCC1)c1nnc2c(F)cccc2c1O
973,FNOBBLRSFARRLG-UHFFFAOYSA-N,OADMET-0005116,O=C(CC1CCCC1)N1CCC(Nc2nnc(-c3ccccc3)o2)C1
974,MRYDQWAJMCRHDR-UHFFFAOYSA-N,OADMET-0005115,CCSc1cccc(Cn2nnnc2N(C)CC2COCCO2)c1
975,BHEAZNHFSNJYDJ-UHFFFAOYSA-N,OADMET-0005114,c1ccc(Nc2noc(-c3ccnc(C4CCCC4)n3)n2)cc1
976,XCGNAQXHWPVDTP-UHFFFAOYSA-N,OADMET-0005113,O=S(=O)(Nc1cnc(C2CC2)nc1)c1cccc2c1COC2
977,KVGFXFUOPKKBHC-UHFFFAOYSA-N,OADMET-0005112,CCc1cc(NC(=O)c2cnn(C)c2C(F)(F)F)ccc1F
978,RENMHIXCTXRGEE-UHFFFAOYSA-N,OADMET-0005111,CCN(CC(=O)Nc1ccccc1OC)CC1CCC2(COC2)O1
979,HWBMQRJGYDVAFF-UHFFFAOYSA-N,OADMET-0005110,CCCC1(CCC)CCCN1C(=O)CCc1cnccn1
980,YSTSAPMGTCWNGN-UHFFFAOYSA-N,OADMET-0005109,CCC(CC)CN(CC)C(=O)c1cn(C(F)(F)CO)nn1
981,FVWJNTSKIAGKNF-UHFFFAOYSA-N,OADMET-0005108,N#Cc1ccccc1OCc1cn(CCc2ccccc2)nn1
982,SAHOPRQFNYXPEZ-UHFFFAOYSA-N,OADMET-0005107,C=C(C)C1OCCC1CNC(=O)C1CCCCN1C(=O)c1cccs1
983,JKYOEAFNWSQZLA-UHFFFAOYSA-N,OADMET-0005106,CN1CCCCC(N(C)C(=O)Cc2ccc3c(c2)OCO3)C1=O
984,JBCWPQUYQNSOPO-UHFFFAOYSA-N,OADMET-0005105,COc1ccc2c(c1)OC(C)(C)CN(C(=O)c1ccc(C)c(C)n1)C2
985,XDHIFDIOIUURBA-AGIUHOORSA-N,OADMET-0005104,O=S(=O)(N[C@H]1C[C@H]2CC[C@@H]1O2)c1cn(-c2ccccc2)nn1
986,RIHLXMQCXJBJHJ-UHFFFAOYSA-N,OADMET-0005103,Cc1ccc(Cn2nnc(C3(C(F)(F)F)CCCN3)n2)cc1C
987,OGIYBCQWFOZLPG-UHFFFAOYSA-N,OADMET-0005102,CC1(NC(=O)c2cccc(C3(C)NC(=O)NC3=O)c2)CC=CCC1
988,XIZZQGFTKXPNPG-KYOSRNDESA-N,OADMET-0005101,N#Cc1cc(NC(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)nc2ccccc12
989,MQAYVQAUUCNHDF-UHFFFAOYSA-N,OADMET-0005100,Cc1cc2ccccc2n1CC(=O)Nc1cccc(N2C(=O)CN(C)C2=O)c1
990,QFJGEPZGEKTGSH-UHFFFAOYSA-N,OADMET-0005099,Cc1cc(O)n2ncc(C(=O)NC(C)CCc3ccccc3F)c2n1
991,ZQKGVKUFKQSVMY-UHFFFAOYSA-N,OADMET-0005098,Cc1cc(=O)c(C(=O)NC2c3ccccc3CCC2C(C)C)c[nH]1
992,HXTSDZBKYGGGDC-UHFFFAOYSA-N,OADMET-0005097,Cc1oc(-c2cnn(C)c2)nc1C(=O)NC1(C)CC=CCC1
993,VMXRVJWKUIEHDU-UHFFFAOYSA-N,OADMET-0005096,O=C(NCCc1ccc(C(F)(F)F)cn1)c1noc2c1CCCC2
994,XRYPVMNOHMBCKQ-UHFFFAOYSA-N,OADMET-0005095,CCc1cccc2ccc(C(=O)NCC34CCCC(C3)C(=O)N4)nc12
995,SFUHDXBOFVLCBO-UHFFFAOYSA-N,OADMET-0005094,COc1ccc(C2(NC(=O)C3Cc4ccccc43)CC2)cc1
996,OCBPCZDGVKUHCT-UHFFFAOYSA-N,OADMET-0005093,COc1cccc2c1CCCCN2C(=O)c1cc2ncccc2o1
997,RMJYJDAVMZOIQH-UHFFFAOYSA-N,OADMET-0005092,Cn1nccc1S(=O)(=O)Nc1cccc(Cl)c1N1CCOCC1
998,RQDDMLORJHULQP-UHFFFAOYSA-N,OADMET-0005091,O=C(c1sccc1C1CC1)N1CCC(C(=O)N2CCCCC2)CC1
999,JSTLLBKMQGDWAO-UHFFFAOYSA-N,OADMET-0005090,COc1cc(OC)nc(C(=O)N2CCCCc3cccnc32)n1
1000,VEHGBXKOEQBBJK-UHFFFAOYSA-N,OADMET-0005089,CC(C)(NC(=O)Nc1c2c(nn1-c1ccccc1)CCC2)c1nccs1
1001,FPIIMSXJAHCIER-UHFFFAOYSA-N,OADMET-0005088,CC(=O)N1CCCN(C(=O)NCc2cnccc2C(C)(C)C)CC1
1002,WTLLJOAEHGVZMC-UHFFFAOYSA-N,OADMET-0005087,Cc1nc(-c2ncccn2)sc1C(=O)N1CCCCCO1
