gate_member_id,name,in_gate,in_gate_nb390,is_unblind,truth_if_unblind,group_label,scaf_train_freq,nn_sim_train,best_pred,best_pred_nb390,logp,mw,scaffold
156,OADMET-0006455,True,True,True,6.225,F2_gate_active,0,0.43283582,5.224145,4.8011091705178846,3.7599000000000027,319.449,c1cc(NCC2(C3CCCCO3)CCC2)ncn1
157,OADMET-0006454,True,True,False,,,0,0.5070422,5.2874537,5.501904343954722,2.4702200000000003,343.4270000000002,O=C(NCC1CCCC1)c1cnn(-c2ccccc2)c1
158,OADMET-0006453,True,True,True,5.135,F2_gate_active,0,0.5714286,5.33687,5.558839817313212,2.9209000000000014,334.42199999999997,O=C1Cc2cccc(NS(=O)(=O)c3sccc3C3CC3)c2N1
159,OADMET-0006452,True,True,True,4.72,mid,0,0.53571427,4.098471,4.698740781525384,1.2858199999999997,296.39199999999994,O=C1CCCN1CCCNS(=O)(=O)c1ccccc1
160,OADMET-0006451,False,False,True,5.11,,0,0.6,5.3394694,5.195896053687026,2.42654,350.4220000000001,O=C(c1ccccn1)N1CCN(C2CC2)c2ccccc21
161,OADMET-0006450,False,True,False,,,0,0.4915254,3.9339826,4.242292024663932,2.591800000000001,290.4110000000001,C1CN(Cc2nc(C3CC3)no2)CCN1
162,OADMET-0006449,True,True,True,4.465,mid,0,0.58181816,5.0684905,5.244487855647619,2.6697000000000006,334.422,O=C1NCc2c(NS(=O)(=O)c3sccc3C3CC3)cccc21
163,OADMET-0006448,True,True,False,,,0,0.530303,4.605585,4.861175691575357,2.5398000000000005,346.434,O=C(NC1CC1)[C@@H]1Cc2ccccc2CN1Cc1cn2ccccc2n1
164,OADMET-0006447,True,True,False,,,0,0.4225352,5.134332,5.234508817908811,3.9612000000000016,383.40200000000016,O=C(Nc1cccnc1-c1cn[nH]c1)NC1(c2ccccc2)CCC1
165,OADMET-0006446,False,False,False,,,0,0.537037,3.6116447,3.989274895451963,2.2816,278.40000000000003,C1CN(Cc2nc(C3CC3)no2)CCN1
166,OADMET-0006445,False,False,True,5.029999999999999,,11,0.5625,5.1146173,4.926558460029478,2.877700000000001,394.3960000000001,O=S(=O)(Nc1ccccc1)c1ccccc1
167,OADMET-0006443,True,True,True,4.6850000000000005,mid,0,0.56666666,4.890483,4.961000003848485,1.9108199999999997,305.35900000000004,O=S(=O)(Nc1cnccn1)c1cccc2c1OCCC2
168,OADMET-0006442,True,True,True,4.75,mid,0,0.53061223,4.627628,4.799888449769366,1.48082,297.384,O=S(=O)(Nc1cn[nH]c1)c1ccn[nH]1
169,OADMET-0006441,False,False,True,4.734999999999999,,1,0.5090909,5.078753,5.184582189096238,2.57306,324.4270000000001,O=S(=O)(Nc1ccccc1)c1cccs1
170,OADMET-0006440,False,False,True,5.165,,11,0.51111114,5.2137537,5.036112986698747,4.072400000000001,338.16200000000003,O=S(=O)(Nc1ccccc1)c1ccccc1
171,OADMET-0006439,False,True,True,1.745,,0,0.47619048,3.182784,4.250006435665425,3.1618000000000013,322.4120000000001,c1cc(N2CCCCC2)nc(-n2cnc3ccccc32)c1
172,OADMET-0006438,True,True,False,,,0,0.53846157,5.7159123,5.876152453257338,3.871820000000003,341.40700000000015,O=C(c1ccccc1)N1CCCc2ccccc21
173,OADMET-0006437,True,True,False,,,0,0.46376812,5.5395813,5.519985290658473,4.891140000000004,374.41200000000003,O=C(c1cnc(-c2ccco2)s1)N1CCCc2ccccc21
174,OADMET-0006436,True,True,False,,,0,0.48214287,4.9421635,5.071217237153772,4.001140000000003,346.43700000000007,O=C(Nc1nnc(C2CC2)s1)c1cnc(-c2ccco2)s1
175,OADMET-0006435,False,False,True,2.475,,0,0.5522388,2.946548,3.207495565404256,2.3012000000000006,353.3780000000001,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2ccccn2)CC1
176,OADMET-0006434,False,False,False,,,0,0.6166667,5.337478,5.24147258920981,3.325020000000002,369.494,O=C(CSc1nc2ccccc2c2ncnn12)N1CCCCC1
177,OADMET-0006433,False,True,True,1.845,,0,0.5423729,2.8064659,4.255947383629281,4.165700000000003,387.4300000000002,O=C(Nc1ccncc1)c1ccc(CNC(=O)C2CCCCC2)cc1
178,OADMET-0006432,False,False,False,,,0,0.5090909,3.8609383,3.884622805744409,1.4462000000000002,270.33599999999996,O=C(c1nc[nH]n1)N1CCCc2ccccc2CC1
179,OADMET-0006431,False,True,True,4.005,,0,0.52307695,3.7934263,4.323664530726899,1.3253999999999992,387.5270000000003,O=C(CCNS(=O)(=O)c1cccs1)NCCCN1CCCCCC1=O
180,OADMET-0006430,False,False,True,5.285,,1,0.5531915,5.3749065,5.256370867579462,4.221100000000001,341.76300000000003,O=S(=O)(Nc1ccccc1)c1cccs1
181,OADMET-0006429,False,False,True,5.37,,11,0.48214287,5.5369005,5.336606595929464,3.1799000000000017,432.95100000000014,O=S(=O)(Nc1ccccc1)c1ccccc1
182,OADMET-0006428,False,False,False,,,5,0.47692308,3.4514086,4.005523231724898,1.441999999999999,339.43600000000015,C1CCNCC1
183,OADMET-0006427,True,True,True,3.38,F2_dead,0,0.50769234,4.3715973,4.68275102523316,1.4840000000000002,325.3760000000001,O=C(NCc1ncccn1)c1ccn2ncnc2n1
184,OADMET-0006426,True,True,False,,,0,0.50793654,4.7360945,4.693693156869548,2.1033999999999997,434.53700000000026,O=C(NCc1ccccc1)N1CCN(Cc2ccccc2)CC1
185,OADMET-0006425,True,True,False,,,0,0.57377046,4.784712,4.900329470730651,3.292440000000002,424.9060000000003,O=S(=O)(Nc1ccccc1N1CCOCC1)c1ccccc1
186,OADMET-0006424,True,True,True,5.38,F2_gate_active,0,0.5535714,5.8249116,5.804232947379352,4.753520000000003,361.40999999999997,O=S(=O)(Nc1ccccc1)c1sccc1C1CC1
187,OADMET-0006423,True,True,False,,,0,0.52380955,5.2191024,5.180237097536121,3.462200000000002,346.3860000000001,O=C(c1ccc2c(c1)OCO2)N1CCn2cccc2C1c1ccccc1
188,OADMET-0006422,False,False,False,,,1,0.5272727,3.2741058,3.810213769851989,1.6703199999999998,260.322,c1ccc2c(c1)ncn1ncnc21
189,OADMET-0006421,True,True,False,,,0,0.515625,4.9115252,4.963568122653768,3.493120000000002,328.44100000000003,c1ccc2c(c1)nc(SCCC1CCOC1)n1ncnc21
190,OADMET-0006420,False,False,True,6.140000000000001,,0,0.6,5.8515205,5.846342165619135,4.693800000000003,333.47800000000007,O=S(=O)(Nc1ccccc1C1CCC1)c1sccc1C1CC1
191,OADMET-0006419,True,True,False,,,0,0.46938777,4.2272277,4.562803746021312,3.2989000000000015,306.28700000000003,O=C(c1cccnc1)N1CCc2ccccc2C1
192,OADMET-0006418,False,False,True,3.84,,1,0.52380955,4.081765,4.614360183746002,1.2770000000000001,283.349,c1ccc2c(c1)CCCN2
193,OADMET-0006417,True,True,False,,,0,0.53333336,4.743016,4.794831636616506,3.493120000000002,328.44100000000003,c1ccc2c(c1)nc(SCC1CCOCC1)n1ncnc21
194,OADMET-0006416,False,False,True,6.015,,0,0.63829786,5.8477373,5.863126731902361,4.303700000000003,319.451,O=S(=O)(Nc1ccccc1C1CC1)c1sccc1C1CC1
195,OADMET-0006415,True,True,True,5.505000000000001,F2_gate_active,0,0.49056605,5.4721723,5.339616349659988,3.6705000000000014,342.2070000000001,O=S(=O)(Nc1ccc2cn[nH]c2c1)c1ccccc1
196,OADMET-0006414,False,False,True,3.74,,0,0.6315789,4.764534,4.94886052558032,1.9954199999999993,340.4270000000001,O=C(Cc1ccccc1)N1CCN(c2ccncn2)CC1
197,OADMET-0006413,True,True,True,5.995,F2_gate_active,0,0.546875,5.2909966,5.360603537522987,1.551,341.4110000000001,O=C(Cn1ccc(=O)[nH]c1=O)N1CCCc2ccccc21
198,OADMET-0006412,True,True,True,5.735,F2_gate_active,0,0.5535714,5.7471137,5.804420719742775,4.753520000000003,361.41,O=S(=O)(Nc1ccccc1)c1sccc1C1CC1
199,OADMET-0006411,True,True,False,,,0,0.4923077,5.1819973,5.323118354364791,3.8023000000000025,348.3780000000002,O=C(Nc1ccns1)NC1(c2ccccc2)CCC1
200,OADMET-0006410,False,True,True,2.535,,0,0.5873016,3.2443748,4.100536470397098,2.3925,318.3730000000001,O=C(Nc1ccc2c(c1)OCO2)C1CCNCC1
201,OADMET-0006409,True,True,True,6.005,F2_gate_active,0,0.56666666,5.7422795,5.536062443576256,4.077500000000003,367.4970000000001,O=C(Nc1ccccc1)N1CCN(c2ncccn2)CC1
202,OADMET-0006408,False,False,True,5.805,,0,0.6862745,5.792339,5.852487760782242,3.907600000000002,318.42300000000006,O=S(=O)(Nc1cccc2cc[nH]c12)c1sccc1C1CC1
203,OADMET-0006407,False,True,False,,,0,0.5714286,3.7979805,4.460920669564892,1.9901200000000001,320.4220000000001,c1nsc(N2CCN(Cc3nc(C4CC4)no3)CC2)n1
204,OADMET-0006406,False,True,False,,,0,0.5416667,3.7497506,4.336150107772588,2.505000000000001,387.8750000000002,O=C(Nc1cccc(-n2nnnc2C2CC2)c1)N1CCN(C2CC2)CC1
205,OADMET-0006405,True,True,False,,,0,0.5538462,4.5809855,4.849649661369622,1.5034999999999998,325.41600000000005,O=C(NC1CC1)[C@H]1Cc2ccccc2CN1Cc1cnn[nH]1
206,OADMET-0006404,True,True,True,5.465,F2_gate_active,0,0.5,5.4366875,5.504392409288884,4.644300000000003,361.417,O=C(NCc1nc2ccccc2[nH]1)c1ccccc1
207,OADMET-0006401,True,True,True,4.74,mid,0,0.55737704,4.824687,4.9588711563524654,2.3198999999999996,324.38800000000003,c1ccc(-c2cn(Cc3nnc4n3CCCCC4)nn2)cc1
208,OADMET-0006400,True,True,True,4.835,mid,0,0.50877196,5.2963405,5.202095858341597,4.321100000000003,359.37600000000003,O=C(NCc1nc2ccccc2[nH]1)c1ccccc1
209,OADMET-0006399,True,True,True,5.17,F2_gate_active,0,0.5,5.300136,5.145557879489732,2.997700000000001,403.52300000000037,O=C(NCc1cc2n(n1)CCCC2)C1CCC(OCC2CCC2)CC1
210,OADMET-0006398,True,True,False,,,0,0.41428572,5.244103,5.297917279818884,2.9238000000000017,363.41200000000015,O=C(Nc1cc[nH]n1)NC1(c2ccccc2)CCC1
211,OADMET-0006397,True,True,False,,,0,0.50769234,5.155785,5.091384001852323,3.860300000000003,385.46700000000004,O=C1CCCN1c1ccc(C(=O)N2CCn3cccc3C2c2ccccc2)cc1
212,OADMET-0006396,False,False,True,5.779999999999999,,0,0.625,5.3189316,5.158709104308928,1.9914,330.475,O=C1CCCCCN1CCNS(=O)(=O)c1cccs1
213,OADMET-0006395,False,False,True,5.07,,1,0.56,4.7039766,4.827615612215501,2.0694999999999997,329.81300000000005,O=S(=O)(Nc1cn[nH]c1)c1cccnc1
214,OADMET-0006394,True,True,False,,,0,0.5882353,5.162707,5.155699034848575,3.523100000000002,322.412,O=C(c1cc2ccccn2c1)N1CCCCC1c1ncc[nH]1
215,OADMET-0006393,True,True,True,5.3100000000000005,F2_gate_active,0,0.42424244,5.3701015,5.477374521987088,3.229800000000002,359.4470000000002,O=C(Nc1cccc2c1OCCC2)c1ccccc1
216,OADMET-0006392,True,True,False,,,0,0.59016395,5.310549,5.275809139147401,3.2620200000000015,326.46500000000015,O=C(NC1CC1)[C@@H]1Cc2ccccc2CN1Cc1cccs1
217,OADMET-0006391,False,False,False,,,0,0.6621622,4.6255054,4.911735126339375,3.1644200000000007,418.3750000000003,O=C(c1cc(-c2ccccc2)nc2oncc12)N1CCC1
218,OADMET-0006390,True,True,False,,,0,0.5,5.356408,5.331198731684218,4.222840000000004,324.40500000000003,O=C(c1cnc(-c2ccco2)s1)N1CCc2ccccc21
219,OADMET-0006389,True,True,False,,,0,0.43333334,4.579932,4.67861715829816,3.2650200000000025,344.27100000000013,c1ccc(N2CCCN(c3ncns3)CC2)nc1
220,OADMET-0006388,True,True,False,,,0,0.5555556,4.599148,4.763175569693416,2.8907000000000007,332.79500000000013,c1ccc(-n2nnnc2C2CC2)cc1
221,OADMET-0006386,True,True,True,6.26,F2_gate_active,0,0.53968257,5.812089,5.587388456068609,3.5543000000000022,394.52300000000025,O=C(Nc1ccccc1N1CCCC1)N1CCN(c2ncccn2)CC1
222,OADMET-0006385,False,True,True,4.125,,0,0.50877196,3.6216893,4.142172212439778,1.9298999999999995,283.335,c1ccc(-c2cn(CCc3ccn[nH]3)nn2)cc1
223,OADMET-0006384,False,False,False,,,0,0.5714286,2.9112387,3.5578078505884383,2.535800000000001,314.38900000000007,c1ccc(N2CCN(Cc3nc(C4CC4)no3)CC2)cc1
224,OADMET-0006383,True,True,False,,,0,0.4262295,5.2057137,5.104710549903304,3.0671000000000017,335.4250000000001,O=S(=O)(Cc1ccccc1)Cc1noc2c1CCCCC2
225,OADMET-0006382,False,False,False,,,0,0.7118644,5.316089,5.588798784617583,2.7788000000000013,360.4610000000002,O=C(NC1CC1)[C@@H]1Cc2ccccc2CN1Cc1n[nH]c2ccccc12
226,OADMET-0006381,False,False,False,,,0,0.5,3.0820026,3.998573373496532,1.9779,315.329,O=C(c1ccn[nH]1)N1CCCc2ccccc21
227,OADMET-0006380,True,True,False,,,0,0.53333336,4.4337945,4.823572375508791,2.3643,317.3680000000001,c1ccc(N2CCN(Cc3nc(C4CC4)no3)CC2)nc1
228,OADMET-0006379,False,True,True,2.97,,0,0.5283019,3.5692074,4.62784951700469,1.8255,297.362,c1ccc(-n2cc(Cn3ccnn3)cn2)cc1
229,OADMET-0006378,True,True,True,4.859999999999999,mid,0,0.43396226,5.0632906,5.016527481930698,1.69644,283.393,O=S(=O)(NCC1CC1)c1ccccc1
230,OADMET-0006377,False,False,False,,,0,0.6455696,5.597425,5.33320740120304,5.092520000000005,427.42600000000016,O=C(c1cc(-c2ccccc2)nc2oncc12)N1CCCCC1
231,OADMET-0006375,False,False,True,4.970000000000001,,0,0.5081967,3.892193,3.9828851511005463,1.3624399999999997,329.42200000000014,O=C1CCCCCN1CCCNS(=O)(=O)c1cnoc1
232,OADMET-0006374,False,False,True,5.6,,4,0.65957445,5.4970965,5.380713410528426,2.886420000000001,311.382,O=S(=O)(Nc1cn[nH]c1)c1ccccc1
233,OADMET-0006373,False,False,False,,,0,0.6111111,4.041719,4.647074602370322,1.8414799999999991,429.4370000000001,O=C(NCCS(=O)(=O)Nc1ccccn1)Nc1ccn(-c2ccccc2)n1
234,OADMET-0006372,False,False,True,4.855,,0,0.6,4.9667096,5.087141622383458,3.198120000000002,336.3380000000001,O=C(NC1CCN(c2ccccc2)C1)c1ccoc1
235,OADMET-0006371,True,True,True,4.895,mid,0,0.48333332,5.2880483,5.34598608569457,3.9649000000000028,319.35499999999996,O=C(CC1C=CCC1)NCc1nc2ccccc2[nH]1
236,OADMET-0006370,False,True,False,,,0,0.527027,3.519293,4.225180417536333,2.1311999999999998,346.8220000000001,O=C(Nc1cccc(-n2nnnc2C2CC2)c1)C1CCCNC1
237,OADMET-0006369,False,False,True,3.47,,0,0.45454547,3.2243829,3.67783549785614,1.2024999999999997,301.342,O=C(C1CC12CCc1ccccc12)N1CCOCC1
238,OADMET-0006368,False,False,True,5.79,,11,0.509434,5.6965113,5.617944623955376,4.1316400000000035,359.369,O=S(=O)(Nc1ccccc1)c1ccccc1
239,OADMET-0006367,True,True,False,,,0,0.4642857,4.4194303,4.06591140239814,1.95342,345.4760000000001,c1nc(N2CCCC2)cc(N2CCCN(c3ncns3)CC2)n1
240,OADMET-0006366,False,False,True,5.915,,1,0.6,5.8413944,5.625047900203778,3.5051000000000023,361.85,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
241,OADMET-0006365,True,True,False,,,0,0.47619048,4.001491,4.603429313023408,1.232999999999999,340.4490000000002,c1cc(NCC2CCC2)ccn1
242,OADMET-0006364,True,True,False,,,0,0.5689655,5.387226,5.139456101533222,2.8490800000000007,377.85300000000024,O=S(=O)(Nc1ccccc1N1CCOCC1)c1ccccc1
243,OADMET-0006363,False,False,True,3.445,,0,0.5263158,3.3986356,3.7667267414813344,2.7117000000000004,244.269,O=C(NCc1cccnc1)c1ccccc1
244,OADMET-0006362,True,True,False,,,0,0.5441176,4.9451323,5.06951900306661,2.9517000000000007,391.4970000000003,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(C2CCCCC2)n1
245,OADMET-0006361,False,False,False,,,1,0.6785714,5.7332826,5.955227599292995,3.512380000000002,418.33200000000016,c1ccc(NCC2CCC2)cc1
246,OADMET-0006360,True,True,True,5.475,F2_gate_active,0,0.47826087,5.3228526,5.352062908768444,3.8347400000000027,309.36899999999997,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1
247,OADMET-0006359,False,False,False,,,0,0.61403507,5.7514415,5.723049233686179,3.424920000000002,384.86000000000024,O=S(=O)(Nc1ccccc1N1CCOCC1)c1ccccc1
248,OADMET-0006358,True,True,False,,,0,0.5833333,5.622466,5.499590002209942,3.9288000000000034,370.25000000000017,O=C(c1[nH]nc2ccccc12)N1CCCc2ccccc21
249,OADMET-0006357,True,True,False,,,0,0.51428574,5.5254626,5.589031850174069,4.347120000000004,361.4450000000001,O=C(CCCc1nnc(-c2ccccc2)o1)N1CCCc2ccccc21
250,OADMET-0006356,False,False,False,,,1,0.55172414,5.2782397,5.2868658178367935,3.6849000000000025,310.39700000000005,O=C(NCc1ccccc1)N1CCC1c1ccccc1
251,OADMET-0006355,True,True,False,,,0,0.42647058,5.264133,5.3871502582351365,3.262500000000002,374.39100000000013,O=C(Nc1ccccn1)NC1(c2ccccc2)CCC1
252,OADMET-0006354,False,False,False,,,15,0.5,5.2098975,5.014075642898581,2.1451000000000002,354.37800000000004,O=C(NCc1ccccc1)c1ccccc1
253,OADMET-0006353,False,True,False,,,0,0.4057971,3.585551,4.213091427408204,1.01732,336.369,O=S(=O)(c1cccc2cccnc12)N1CCOCC1
254,OADMET-0006352,True,True,False,,,0,0.4857143,5.0044885,5.043372551057372,3.7703400000000027,358.423,O=C(c1cnc(-c2ccco2)s1)N1CCCCC1c1ncon1
255,OADMET-0006351,True,True,True,5.58,F2_gate_active,0,0.4918033,5.3553896,5.366873200888818,2.1741,352.4560000000001,O=C(NC1CC=CCC1)c1ccccc1
256,OADMET-0006350,True,True,True,4.87,mid,0,0.47368422,5.524102,5.500225315422252,3.309840000000002,355.4630000000001,O=S(=O)(NCc1cnn(-c2ccccc2)c1)c1ccccc1
257,OADMET-0006349,True,True,False,,,0,0.5409836,5.311599,5.270564859285952,2.5764400000000007,337.47,O=S(=O)(c1cccs1)N1CCC=C(c2cn[nH]c2)C1
258,OADMET-0006348,False,False,False,,,2,0.52238804,3.9052477,4.69525466203803,1.9180199999999996,333.36700000000013,c1ccc(-n2cccn2)cc1
259,OADMET-0006347,True,True,True,5.58,F2_gate_active,0,0.46969697,4.8558187,5.12697401070548,2.7696000000000014,311.38500000000005,O=C([C@H]1C[C@@H]1c1cn[nH]c1)N1CCCc2ccccc21
260,OADMET-0006346,True,True,False,,,0,0.3846154,5.5249977,5.577034468401834,3.709900000000003,343.807,O=S(=O)(Cc1noc2c1CCCCC2)c1ccccc1
261,OADMET-0006345,True,True,False,,,0,0.53061223,4.918012,4.966100782641284,1.8607,277.345,O=S(=O)(c1cccc2ccccc12)N1CCOCC1
262,OADMET-0006344,False,True,True,4.195,,0,0.5084746,3.598927,4.171279526869997,3.591400000000002,294.27599999999995,O=C(NCc1cccnc1)c1ccccc1
263,OADMET-0006343,True,True,False,,,0,0.55737704,5.057724,5.176510301955482,2.9536000000000007,312.438,O=C(NC1CC1)[C@H]1Cc2ccccc2CN1Cc1cccs1
264,OADMET-0006342,False,False,False,,,2,0.484375,5.489293,5.361161364118258,1.6812000000000002,338.42900000000014,O=S(=O)(c1ccccc1)N1CCOCC1
265,OADMET-0006341,True,True,True,4.65,mid,0,0.55932206,4.796869,5.095614861221436,2.675300000000001,367.5110000000002,O=C(CCC1CCCCC1)NCc1ccccc1
266,OADMET-0006340,False,False,True,5.2,,0,0.6393443,5.389276,5.383998161552563,3.0290000000000017,324.37100000000004,O=C(NC1CCN(c2ccccc2)C1)C1CC1
267,OADMET-0006339,True,True,False,,,0,0.5652174,5.409317,5.154216291703182,3.993300000000003,346.8140000000001,O=C(c1cccnc1)N1CCCc2ccccc21
268,OADMET-0006338,False,False,False,,,10,0.51666665,4.086832,4.4985785315917335,2.8555800000000007,327.3060000000001,c1ccc(N2CCNCC2)cc1
269,OADMET-0006337,True,True,False,,,0,0.41935483,5.4478126,5.504823752035135,3.0565000000000015,309.36199999999997,O=S(=O)(Cc1noc2c1CCCCC2)c1ccccc1
270,OADMET-0006336,False,True,True,1.805,,0,0.5,3.296843,4.623048347014205,1.5604999999999998,380.3880000000002,O=S(=O)(NC1CCCCC1)c1ccccc1
271,OADMET-0006335,False,False,True,3.665,,0,0.57377046,3.1035492,3.173874546464752,1.8915,331.3720000000002,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)N2CCC2)CC1
272,OADMET-0006334,True,True,True,4.91,mid,0,0.44444445,4.8652635,4.854450607636164,2.1505,330.4170000000001,O=C(NCc1ccns1)c1ccn2ncnc2n1
273,OADMET-0006333,False,True,False,,,0,0.50793654,3.863982,4.67850793996152,3.195700000000002,350.34400000000016,c1ccc(N2CCN(Cc3ccno3)CC2)cc1
274,OADMET-0006332,True,True,False,,,0,0.55172414,4.5864053,4.978254147228197,2.535800000000001,314.3890000000001,c1ccc(N2CCN(Cc3nc(C4CC4)no3)CC2)cc1
275,OADMET-0006331,True,True,True,4.88,mid,0,0.5,5.4856925,5.576095672168728,2.8240000000000007,306.369,O=C(c1cc[nH]c1)N1CCN(C2CC2)c2ccccc21
276,OADMET-0006330,True,True,False,,,0,0.53846157,5.071493,5.188275190100253,2.861720000000001,299.3740000000001,O=C(NC1CCCC1)c1cnn(-c2ccccc2)c1
277,OADMET-0006329,True,True,False,,,0,0.53333336,4.9669514,5.166014801878273,3.1580000000000013,341.82000000000016,O=S(=O)(Nc1ccccc1)c1cnn(C2CCCC2)c1
278,OADMET-0006328,True,True,True,4.869999999999999,mid,0,0.5151515,4.7162237,4.893807240195128,2.9632400000000017,332.37500000000006,O=C(CCc1cnoc1)N1CCOC(c2ccccc2)C1
279,OADMET-0006327,False,False,False,,,1,0.75,4.7663007,4.9392675815011895,2.6506999999999996,361.46700000000004,O=C(NCCCc1ccccc1)Nc1ccccc1
280,OADMET-0006326,True,True,True,5.24,F2_gate_active,0,0.5138889,4.953981,5.1266562726721165,2.739980000000001,312.4170000000001,O=C(NC1CCCC1)c1ccnc(N2CCCCC2)c1
281,OADMET-0006325,True,True,False,,,0,0.41935483,4.8660326,5.067604947467205,2.917320000000002,338.4290000000001,O=S(=O)(Cc1cnoc1)Cc1noc2c1CCCCC2
282,OADMET-0006324,False,False,True,4.215,,0,0.6792453,4.3421946,4.801357636833968,1.34732,302.42099999999994,O=C1CCCN1CCCNS(=O)(=O)c1cccs1
283,OADMET-0006323,False,False,False,,,1,0.7118644,4.294016,4.841532671331896,3.1071000000000017,401.40999999999997,O=C(NCCCc1ccccc1)Nc1ccccc1
284,OADMET-0006322,False,False,False,,,1,0.56363636,4.8889513,4.898610089071887,2.717320000000001,291.376,O=S(=O)(Nc1ccccc1)c1cnn(C2CCC2)c1
285,OADMET-0006321,True,True,False,,,0,0.5,4.1446495,4.578113296951459,1.95602,270.336,O=C(CCn1cncn1)N1CCCc2ccccc21
286,OADMET-0006320,True,True,False,,,0,0.49315068,4.935256,4.92933762036549,2.630000000000001,330.436,O=C(c1cn[nH]c1)N1CCCCC1c1ncc[nH]1
287,OADMET-0006319,False,False,False,,,1,0.6557377,4.9339533,5.279202942613065,3.8632000000000026,400.422,O=C(NCCCc1ccccc1)Nc1ccccc1
288,OADMET-0006318,True,True,True,5.745,F2_gate_active,0,0.57377046,5.204862,5.131681313161435,3.313600000000002,323.4,c1ccc(-c2cn(Cc3ccn(C4CCCC4)n3)nn2)cc1
289,OADMET-0006317,False,True,False,,,0,0.516129,3.783334,4.539644584967809,2.1089,340.43100000000027,c1nc2c(c(N3CCN(Cc4nc(C5CC5)no4)CC3)n1)CCC2
290,OADMET-0006316,True,True,False,,,0,0.51724136,4.070183,4.488338021254817,2.194,292.36400000000003,O=S(=O)(Nc1cccnc1)c1cnn(C2CCCC2)c1
291,OADMET-0006315,False,False,False,,,10,0.46875,3.6526597,4.200822684419867,1.8351800000000005,340.3490000000001,c1ccc(N2CCNCC2)cc1
292,OADMET-0006314,True,True,False,,,0,0.50769234,5.518505,5.45113765425682,3.8948000000000027,374.44000000000005,O=C(c1ccc2c(c1)OCCCO2)N1CCn2cccc2C1c1ccccc1
293,OADMET-0006313,True,True,True,5.07,F2_gate_active,0,0.53521127,5.295976,5.281542488697378,3.576500000000002,338.379,c1ccc(SCc2cc3n(n2)CCCC3)cc1
294,OADMET-0006312,False,False,False,,,0,0.64912283,5.758533,5.624537614975125,4.236600000000004,395.48000000000025,O=C(c1ccc(CS(=O)(=O)c2ccccc2)o1)N1CCCCc2ccccc21
295,OADMET-0006311,True,True,True,4.725,mid,0,0.47272727,4.905139,4.884175246089579,2.06954,309.391,O=S(=O)(NCc1ncno1)c1ccccc1
296,OADMET-0006310,False,False,False,,,0,0.6101695,5.064644,5.056575251503949,2.2065200000000003,317.41400000000004,O=S(=O)(c1ccccc1)N1CCC=C(c2cn[nH]c2)C1
297,OADMET-0006309,True,True,False,,,0,0.51724136,5.2906156,5.308562953212104,2.5936400000000006,312.416,O=S(=O)(Nc1cccnc1)c1cccs1
298,OADMET-0006308,True,True,True,4.795,mid,0,0.5714286,5.253703,5.595288162291374,3.3774000000000015,362.47600000000006,O=C1CCC(c2ccccc2NS(=O)(=O)c2sccc2C2CC2)N1
299,OADMET-0006307,False,False,False,,,0,0.50769234,2.8521898,2.933190254855901,1.9455400000000003,336.369,O=C(c1cnc(-c2ccco2)s1)N1CCOCC1
300,OADMET-0006306,True,True,True,5.24,F2_gate_active,0,0.50793654,5.021649,5.005359003914311,2.7543000000000006,337.30499999999995,c1ccc(-c2cn(Cc3cc[nH]n3)nn2)cc1
301,OADMET-0006305,True,True,True,3.565,mid,0,0.53125,4.0553093,4.624500268480805,2.5731400000000004,318.348,O=C(Cc1cnoc1)N1CCOC(c2ccccc2)C1
302,OADMET-0006304,False,True,True,5.025,,0,0.50769234,3.9272015,4.14531997003784,0.9677000000000004,347.4630000000002,O=C([C@@H]1CCCN1)N1CCN(c2ncccn2)CC1
303,OADMET-0006303,False,False,True,5.875,,1,0.6122449,5.5076737,5.141364751548744,3.129900000000002,363.38500000000005,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
304,OADMET-0006302,True,True,True,5.495,F2_gate_active,0,0.58208954,5.325918,5.248496558941328,2.6979000000000006,338.415,O=C(NCc1ccccn1)c1ccn2ncnc2n1
305,OADMET-0006301,True,True,True,5.58,F2_gate_active,0,0.5,5.246019,5.2086733010807285,2.728980000000001,308.403,O=S(=O)(NCc1ncco1)c1ccccc1
306,OADMET-0006300,True,True,False,,,0,0.46031746,5.010365,5.0183899226056585,2.673800000000001,384.4570000000001,O=S(=O)(c1ccccc1)N1CCC(c2ccccc2)CC1
307,OADMET-0006299,True,True,True,4.725,mid,0,0.50877196,4.6519814,4.757613726669704,1.6307999999999998,316.81000000000006,O=C1CCCN1CCCNS(=O)(=O)c1ccccc1
308,OADMET-0006298,True,True,True,4.26,mid,0,0.5423729,4.1161127,4.578351429525178,2.9768000000000017,332.35,O=C(CNc1ccccc1)N1CCOC(c2ccccc2)C1
309,OADMET-0006297,True,True,False,,,0,0.4,5.252871,5.138009450303369,2.4621000000000004,336.4130000000001,O=S(=O)(Cc1cccnc1)Cc1noc2c1CCCCC2
