name,inchikey,cid,anchor_pec50
OADMET-0006244,DCOAWIYXHYJILR-UHFFFAOYSA-N,,
OADMET-0006243,ZJLLBTBHUADMQS-UHFFFAOYSA-N,,
OADMET-0006242,GPOMWJIXDFQRTL-UHFFFAOYSA-N,,
OADMET-0006241,ZVRYWGQLYCRLGV-UHFFFAOYSA-N,,
OADMET-0006240,FRYGVKUTJMGBIE-UHFFFAOYSA-N,,
OADMET-0006239,VUXQAKRWVNTGDG-UHFFFAOYSA-N,,
OADMET-0006238,ICIVPGDLVGXUGV-ZDUSSCGKSA-N,,
OADMET-0006237,IDRBFVDPCUUZRD-UHFFFAOYSA-N,,
OADMET-0006236,FSDPMVRINSSCJT-UHFFFAOYSA-N,,
OADMET-0006235,WGZYAWPDCLTPSI-UHFFFAOYSA-N,,
OADMET-0006234,BMZLZQHDDRYCEU-UHFFFAOYSA-N,,
OADMET-0006233,FVXLSWCXTDUJFQ-UHFFFAOYSA-N,,
OADMET-0006232,GUVDEBQYZLFNCP-UHFFFAOYSA-N,,
OADMET-0006231,KQEICCLPAAAHRO-UHFFFAOYSA-N,,
OADMET-0006230,MOHFBXPYGOQCSP-UHFFFAOYSA-N,,
OADMET-0006229,UHGUQOAWTHGSAI-UHFFFAOYSA-N,,
OADMET-0006228,NDHHNNVKKGDRRL-UHFFFAOYSA-N,,
OADMET-0006227,ZBWYNVDXWISWEV-UHFFFAOYSA-N,,
OADMET-0006226,AFHWFGZHRNYYSU-UHFFFAOYSA-N,,
OADMET-0006225,WWLISLZNGXQQLF-UHFFFAOYSA-N,,
OADMET-0006224,CBLVEVRERGRBQK-UHFFFAOYSA-N,,
OADMET-0006222,MUXQTGKIVRSWAN-UHFFFAOYSA-N,,
OADMET-0006220,PIEUKHQZMGTCEY-UHFFFAOYSA-N,,
OADMET-0006219,YICSFNCAIRPWQX-UHFFFAOYSA-N,,
OADMET-0006218,OPVZHLFVZBTKCV-UHFFFAOYSA-N,,
OADMET-0006217,DWOHXLUDTPAGGR-UHFFFAOYSA-N,,
OADMET-0006216,QBTKYQSQDNYSJW-UHFFFAOYSA-N,,
OADMET-0006215,TUOZOGICBZYBJG-UHFFFAOYSA-N,,
OADMET-0006214,MDZJZRZSDPJNQV-UHFFFAOYSA-N,,
OADMET-0006213,GKBSFXJAHNHBDN-HWWDLCQESA-N,,
OADMET-0006212,JBGUJZDWPHNSHD-UHFFFAOYSA-N,,
OADMET-0006211,IKTGMHKSMCGXAG-UHFFFAOYSA-N,,
OADMET-0006210,SIYDVVCGLDGNGG-UHFFFAOYSA-N,,
OADMET-0006209,HKBFGOGEJIHOQC-UHFFFAOYSA-N,,
OADMET-0006208,UXTJYBXFNHLFDQ-UHFFFAOYSA-N,,
OADMET-0006207,RQYOVAVOOOTQGF-UHFFFAOYSA-N,,
OADMET-0006206,CFQJCJLLMWDACS-UHFFFAOYSA-N,,
OADMET-0006205,MNUGCIKLGXBMPT-UHFFFAOYSA-N,,
OADMET-0006204,SRQOTCAYYLJUGZ-UHFFFAOYSA-N,,
OADMET-0006203,WDPCVDLHFFVZIC-UHFFFAOYSA-N,,
OADMET-0006202,DEFBGBDDASRAKK-UHFFFAOYSA-N,,
OADMET-0006201,KNKFHOOEOAGPDF-UHFFFAOYSA-N,,
OADMET-0006200,IESKIIPQTZZPPE-UHFFFAOYSA-N,,
OADMET-0006199,PLOIOJAYZIAGDF-UHFFFAOYSA-N,,
OADMET-0006198,IODIDYHIBDZVLN-UHFFFAOYSA-N,,
OADMET-0006197,KGQGNVXQLYFAOR-UHFFFAOYSA-N,,
OADMET-0006196,GEACKMSWHYXGRM-UHFFFAOYSA-N,,
OADMET-0006195,DHOGCLBDWIPOBU-UHFFFAOYSA-N,,
OADMET-0006194,ORTWNJZUAIUYKM-UHFFFAOYSA-N,,
OADMET-0006193,XLKNKPMYYYSUSJ-UHFFFAOYSA-N,,
OADMET-0006192,XXIDEZIPVPUJRR-UHFFFAOYSA-N,,
OADMET-0006191,WJHKKYKGFBADPM-UHFFFAOYSA-N,,
OADMET-0006190,MSQIFYQUJDQLAO-MRXNPFEDSA-N,,
OADMET-0006189,NVPWMPMUEXSPEG-UHFFFAOYSA-N,,
OADMET-0006188,UIDFVDUTWBJQGU-UHFFFAOYSA-N,,
OADMET-0006187,WAPOLFBEWYTOES-UHFFFAOYSA-N,,
OADMET-0006186,JOKZJYZBNKHSEY-UHFFFAOYSA-N,,
OADMET-0006185,OZVHDAZEKXGBCT-UHFFFAOYSA-N,,
OADMET-0006184,ZKVBPVMPLWRDBP-UHFFFAOYSA-N,,
OADMET-0006183,FAIRUKOBKBQTAQ-UHFFFAOYSA-N,,
OADMET-0006182,ZHBQDFNQECZKOW-UHFFFAOYSA-N,,
OADMET-0006181,QCADNHVJUJASRH-UHFFFAOYSA-N,,
OADMET-0006180,MPFAPLWWRCZTHK-UHFFFAOYSA-N,,
OADMET-0006179,DUVHSXWVUOPIDL-UHFFFAOYSA-N,,
OADMET-0006178,RTTDKCZBPZAHKL-UHFFFAOYSA-N,,
OADMET-0006177,NFHCGUNMCRWVSN-UHFFFAOYSA-N,,
OADMET-0006176,LRKSEMHGCUKHSP-UHFFFAOYSA-N,,
OADMET-0006175,SUXZXUQWAVHMNL-UHFFFAOYSA-N,,
OADMET-0006174,BJTBDZVOSPIJGS-UHFFFAOYSA-N,,
OADMET-0006173,NIQQBBWZBFEUGO-UHFFFAOYSA-N,,
OADMET-0006172,ZAPVJORONMBPNV-UHFFFAOYSA-N,,
OADMET-0006171,JYISCUZKHOGWER-UHFFFAOYSA-N,,
OADMET-0006170,QQUZBGKHYDCYFR-UHFFFAOYSA-N,,
OADMET-0006169,GSHXGZNJTRBRCF-UHFFFAOYSA-N,,
OADMET-0006168,FQHFKBXLGTXQFY-UHFFFAOYSA-N,,
OADMET-0006167,YRMMBKQHNCTVGH-UHFFFAOYSA-N,,
OADMET-0006166,FKTCCFIFDHWPQA-UHFFFAOYSA-N,,
OADMET-0006165,VFOKDQSYBFQYDW-UHFFFAOYSA-N,,
OADMET-0006164,FWNABGWQKRVEAI-UHFFFAOYSA-N,,
OADMET-0006163,OGNSXHQCDMZUIF-UHFFFAOYSA-N,,
OADMET-0006162,CAHXBHWTWVDXQQ-UHFFFAOYSA-N,,
OADMET-0006161,CDCPVGQGAVUCBZ-UHFFFAOYSA-N,,
OADMET-0006160,OENNRUNZZPQSEX-UHFFFAOYSA-N,,
OADMET-0006158,LGCUCBFUBNZFJW-UHFFFAOYSA-N,,
OADMET-0006157,IJMPYRIYNFZQNN-UHFFFAOYSA-N,,
OADMET-0006156,ZHFWOANMAIXAJU-UHFFFAOYSA-N,,
OADMET-0006155,XNAJDXNGXZSOOT-UHFFFAOYSA-N,,
OADMET-0006153,VMKJVPDESMHPJU-LJQANCHMSA-N,,
OADMET-0006152,VTFLDUPQAXQKEL-UHFFFAOYSA-N,,
OADMET-0006151,DKNBJTLEPDZEBN-UHFFFAOYSA-N,,
OADMET-0006150,VMKFDGZZTLOMLG-UHFFFAOYSA-N,,
OADMET-0006149,FWGOMKHOFNHOSZ-UHFFFAOYSA-N,,
OADMET-0006148,JBNAORDNZOJTQQ-UHFFFAOYSA-N,,
OADMET-0006147,BBDGGEDHOSSLBQ-UHFFFAOYSA-N,,
OADMET-0006146,WVOZCIQIUNFGBG-UHFFFAOYSA-N,,
OADMET-0006145,PBZGCLVVCQILOX-UHFFFAOYSA-N,,
OADMET-0006144,CBBVJVXJZQMXGN-UHFFFAOYSA-N,,
OADMET-0006142,ADOOOKDJTDHGHX-UHFFFAOYSA-N,,
OADMET-0006141,PVCAHDNVFNPUKE-UHFFFAOYSA-N,,
OADMET-0006140,YNWBTLPCUJWQIQ-UHFFFAOYSA-N,,
OADMET-0006139,RJECDYXFFUGFPD-UHFFFAOYSA-N,,
OADMET-0006138,YKAIARMMHPODFN-UHFFFAOYSA-N,,
OADMET-0006137,DUBHZLUWBVLGOC-UHFFFAOYSA-N,,
OADMET-0006136,MTBSWHRYDICOJO-UHFFFAOYSA-N,,
OADMET-0006135,XPWTVFAVHOTZIJ-UHFFFAOYSA-N,,
OADMET-0006134,LRZNQHDMLARWJV-UHFFFAOYSA-N,,
OADMET-0006133,YFEAWONHDZRTON-UHFFFAOYSA-N,,
OADMET-0006132,QMZQXJFEYSUTKR-UHFFFAOYSA-N,,
OADMET-0006131,ZSSBSJSLBNTTKF-UHFFFAOYSA-N,,
OADMET-0006130,KODDDKNMFUECDZ-UHFFFAOYSA-N,,
OADMET-0006129,JJJSJEMEGGMYHA-UHFFFAOYSA-N,,
OADMET-0006128,RJUPONDGJKOQKB-UHFFFAOYSA-N,,
OADMET-0006127,TXJZXCYMSCFYJB-UHFFFAOYSA-N,,
OADMET-0006126,WAHYSPDEZQDNBT-UHFFFAOYSA-N,,
OADMET-0006125,FISDQJFPYPYHLF-UHFFFAOYSA-N,,
OADMET-0006124,RXNDJKIHSSKQMU-UHFFFAOYSA-N,,
OADMET-0006123,CBLVEVRERGRBQK-LBPRGKRZSA-N,,
OADMET-0006122,LEMCARVFRFAHQA-UHFFFAOYSA-N,,
OADMET-0006121,YAPINTZWRKUNKN-UHFFFAOYSA-N,,
OADMET-0006120,CGBHNLJDUUMWDQ-UHFFFAOYSA-N,,
OADMET-0006119,FYTQJFADWIUEBH-UHFFFAOYSA-N,,
OADMET-0006118,UUFANUQZEIXAIL-UHFFFAOYSA-N,,
OADMET-0006117,SCBUMNWYMYTYCN-UHFFFAOYSA-N,,
OADMET-0006116,NPUQZCISJDJSQS-UHFFFAOYSA-N,,
OADMET-0006115,GYYNPFCNLDIGOK-UHFFFAOYSA-N,,
OADMET-0006114,PYTABQYAEROVHF-SFHVURJKSA-N,,
OADMET-0006113,HDIMKPWVHPWVCB-UHFFFAOYSA-N,,
OADMET-0006112,IWNSTNXWQIPLHG-UHFFFAOYSA-N,,
OADMET-0006111,XOXUUFNTCJYHHW-UHFFFAOYSA-N,,
OADMET-0006110,VFJFLAJSQCREME-SFHVURJKSA-N,,
OADMET-0006109,BGJFRMNKWBUDET-UHFFFAOYSA-N,,
OADMET-0006108,UDVCSWPMFIKVAP-UHFFFAOYSA-N,,
OADMET-0006107,CPHWCYYMYISQSY-UHFFFAOYSA-N,,
OADMET-0006106,YBQQMUIXBUOUOC-UHFFFAOYSA-N,,
OADMET-0006105,RJJZTKVXXCCXQF-UHFFFAOYSA-N,,
OADMET-0006104,LOEFSXOPDVXMHN-UHFFFAOYSA-N,,
OADMET-0006103,YYPUSKSRHZZVBY-UHFFFAOYSA-N,,
OADMET-0006102,YQABWLDXYKWUOR-UHFFFAOYSA-N,,
OADMET-0006101,AVTCWHYPQDBLCG-UHFFFAOYSA-N,,
OADMET-0006100,OSWKQOGJYLYDJV-UHFFFAOYSA-N,,
OADMET-0006099,RHIWXUBXXYCMOO-UHFFFAOYSA-N,,
OADMET-0006098,VKLDISFNRAPLRT-UHFFFAOYSA-N,,
OADMET-0006097,JWGGVPCDAXNDKK-UHFFFAOYSA-N,,
OADMET-0006096,DEHABOCJTSWPJS-UHFFFAOYSA-N,,
OADMET-0006095,UMJJMALOVZJHOM-UHFFFAOYSA-N,,
OADMET-0006094,LKQMNGJUSABYFJ-UHFFFAOYSA-N,,
OADMET-0006093,NGUMOZNITYCJGF-UHFFFAOYSA-N,,
OADMET-0006092,ZCAXGDJOGFCONB-UHFFFAOYSA-N,,
OADMET-0006091,BOXQIGRGNPZXFX-UHFFFAOYSA-N,,
OADMET-0006090,RGCZGDQEMAHFBB-UHFFFAOYSA-N,,
OADMET-0004676,LAQWXSZWFLYJOE-UHFFFAOYSA-N,,
OADMET-0004675,PIXMJBOEBUQEEW-UHFFFAOYSA-N,,
OADMET-0004674,RLMUFLVAROGUMJ-UHFFFAOYSA-N,,
